feature_set,n_features,model,calibration,Delta,chi,chi_err
12,12,Logistic Regression C = 0.00175,calibrated,-0.126,6.04480494095449E-09,2.23742516229746E-10
12,12,Logistic Regression C = 0.00175,calibrated,-0.124,1.16550771988925E-08,1.17383856378051E-09
12,12,Logistic Regression C = 0.00175,calibrated,-0.122,2.6448969924122E-08,2.31919062008193E-09
12,12,Logistic Regression C = 0.00175,calibrated,-0.12,4.45859581066802E-08,3.45655174321934E-09
12,12,Logistic Regression C = 0.00175,calibrated,-0.118,8.52645502303083E-08,6.27511281877521E-09
12,12,Logistic Regression C = 0.00175,calibrated,-0.116,2.09594561366402E-07,1.78627365358337E-08
12,12,Logistic Regression C = 0.00175,calibrated,-0.114,1.19566572657892E-05,8.54801562009321E-06
12,12,Logistic Regression C = 0.00175,calibrated,-0.112,3.15153115219751E-05,2.34112337272742E-05
12,12,Logistic Regression C = 0.00175,calibrated,-0.11,5.27625738851479E-06,2.0530959292083E-06
12,12,Logistic Regression C = 0.00175,calibrated,-0.108,3.22518506224778E-06,2.33675897687243E-06
12,12,Logistic Regression C = 0.00175,uncalibrated,-0.128,4.58167413774556E-06,1.17786731678937E-07
12,12,Logistic Regression C = 0.00175,uncalibrated,-0.126,5.58311213247659E-06,1.07131278716826E-07
12,12,Logistic Regression C = 0.00175,uncalibrated,-0.124,7.50352832730148E-06,5.33462682764238E-07
12,12,Logistic Regression C = 0.00175,uncalibrated,-0.122,1.09236949503205E-05,5.99143328333226E-07
12,12,Logistic Regression C = 0.00175,uncalibrated,-0.12,1.37053387801605E-05,7.97735412917033E-07
12,12,Logistic Regression C = 0.00175,uncalibrated,-0.118,1.85200848052807E-05,7.29612738692666E-07
12,12,Logistic Regression C = 0.00175,uncalibrated,-0.116,2.79585798059964E-05,1.5034849682427E-06
12,12,Logistic Regression C = 0.00175,uncalibrated,-0.114,0.00124015139934294,0.000552413107453613
12,12,Logistic Regression C = 0.00175,uncalibrated,-0.112,0.00169453500198517,0.000826039382236887
12,12,Logistic Regression C = 0.00175,uncalibrated,-0.11,0.000938471560089463,0.000235822888520201
12,12,Logistic Regression C = 0.00175,uncalibrated,-0.108,0.000617156218478441,0.000250790772451966
12,12,kNN,calibrated,-0.128,-8.97338455429101E-30,6.84030679802587E-46
12,12,kNN,calibrated,-0.126,-8.97338455429101E-30,6.84030679802587E-46
12,12,kNN,calibrated,-0.124,-4.26485220472316E-30,5.49567379848825E-46
12,12,kNN,calibrated,-0.122,-3.20481549674643E-30,4.10792025080343E-46
12,12,kNN,calibrated,-0.12,1.10933564726587E-31,6.30036688948E-46
12,12,kNN,calibrated,-0.118,-7.67932806147494E-30,3.86747904352163E-46
12,12,kNN,calibrated,-0.116,-3.20481549674643E-30,4.10792025080343E-46
