transition,folder,tag,model,calibration,param,k4,mean,mean_err,mean_B,ess_frac
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0385,0.96942275,0.9970517766821266,0.040191336902340856,22.0,0.010591861918684976
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03852,0.9694138,0.9996517959082195,0.03828769568023393,22.0,0.009562669211511958
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03854,0.96940485,1.0018451755153945,0.03642669212009411,22.0,0.008669382107827896
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03856,0.9693959,1.0036195886383448,0.03462410364999053,23.0,0.007891014127397261
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03858,0.96938695,1.0051556971506388,0.03289289463521814,23.0,0.0072101444440792264
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0386,0.969378,1.006408517761343,0.0312192106252888,23.0,0.0066122737223430015
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03862,0.9693706,1.0073172196545714,0.029770628770188625,23.0,0.006136812343073591
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03864,0.9693632,1.0080508040987035,0.028373763831979475,23.0,0.005710847980960029
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03866,0.9693558,1.0086307947205668,0.02703020071189496,23.0,0.005328106527783702
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03868,0.9693484,1.009076786096338,0.025740939732161613,23.0,0.00498321215325415
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0387,0.969341,1.0094065201862175,0.024506455318061997,23.0,0.004671547235562124
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03872,0.9693336,1.0096359777164872,0.02332675583395703,23.0,0.004389135498216952
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03874,0.9693262,1.0097794803713573,0.022201442895864513,23.0,0.004132544353858144
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03876,0.9693188,1.0098498000867062,0.021129768822214234,23.0,0.0038988031571142875
