transition,folder,tag,model,calibration,param,k4,chi,chi_err,chi_B,variance,variance_err,variance_B,ess_frac
AC,c_a,LR,Logistic Regression,uncalibrated,4.827,1.1879119999999999,0.003077360261212173,0.0008045280815087611,90.0,0.0030513403505545477,0.0007883431875026703,90.0,0.0021330470785052304
AC,c_a,LR,Logistic Regression,uncalibrated,4.828,1.188078,0.0027063708406701997,0.0007417159218357551,90.0,0.002685879182349517,0.0007281600906381841,90.0,0.0019322547342813965
AC,c_a,LR,Logistic Regression,uncalibrated,4.829,1.1882439999999999,0.0023807075735380505,0.0006833276683875407,90.0,0.0023645667533374153,0.000671972651343194,90.0,0.001756461701836695
AC,c_a,LR,Logistic Regression,uncalibrated,4.83,1.18841,0.0020949761880943063,0.0006291869889707144,90.0,0.0020822586408470157,0.0006196723826710071,90.0,0.0016019838257777944
AC,c_a,LR,Logistic Regression,uncalibrated,4.831,1.188561,0.001865379161663782,0.0005830713717384591,90.0,0.0018551386974275984,0.0005749740596779026,90.0,0.0014754868494637988
AC,c_a,LR,Logistic Regression,uncalibrated,4.832,1.188712,0.001661649617713652,0.0005401830655866967,90.0,0.0016534004366924768,0.0005332882207653215,90.0,0.001362413071908542
AC,c_a,LR,Logistic Regression,uncalibrated,4.833,1.188863,0.0014808959876076119,0.0005003560874839565,90.0,0.0014742478320545706,0.0004944811607449561,90.0,0.0012610582001769369
AC,c_a,LR,Logistic Regression,uncalibrated,4.834,1.189014,0.0013205326493327624,0.0004634208665859208,90.0,0.0013151721055457248,0.0004584109416036807,90.0,0.0011699640632794014
AC,c_a,LR,Logistic Regression,uncalibrated,4.835,1.189165,0.0011782519220610477,0.00042920706315741227,90.0,0.0011739273241814176,0.0004249308141330625,90.0,0.0010878795021856305
AC,c_a,LR,Logistic Regression,uncalibrated,4.836,1.189316,0.0010519976872208582,0.0003975458958905375,90.0,0.0010485069505228321,0.00039389208796906315,90.0,0.0010137279429927517
AC,c_a,LR,Logistic Regression,uncalibrated,4.837,1.189467,0.0009399407464027953,0.00036827201651063466,90.0,0.0009371215763744683,0.00036514648987053384,90.0,0.0009465804458299023
AC,c_a,LR,Logistic Regression,uncalibrated,4.838,1.189618,0.0008434317493053982,0.0003431036198817742,6.0,0.0008411867397527156,0.0003401775079381733,6.0,0.0008856332495530996
AC,c_a,LR,Logistic Regression,uncalibrated,4.839,1.189769,0.0007522006757079835,0.0003239544786688042,6.0,0.0007504254387929271,0.0003213866618304479,6.0,0.0008301890156313688
AC,c_a,LR,Logistic Regression,uncalibrated,4.84,1.18992,0.0006710977975911242,0.00030582113281788745,6.0,0.0006696998007248434,0.00030356574587526866,6.0,0.000779641122541762
AC,c_a,LR,Logistic Regression,uncalibrated,4.841,1.1900860000000002,0.0005924938101649473,0.0002870940647065119,6.0,0.0005914243688941628,0.0002851357484012927,6.0,0.0007301382361791967
AC,c_a,LR,Logistic Regression,uncalibrated,4.842,1.190252,0.0005233658412237494,0.0002694980772081443,6.0,0.0005225541422188934,0.00026779556214451007,6.0,0.0006851632898837707
AC,c_a,LR,Logistic Regression,uncalibrated,4.843,1.1904180000000002,0.0004625404479088473,0.0002529848221842989,6.0,0.00046193065744174866,0.0002515026811991854,6.0,0.0006442058942732731
AC,c_a,LR,Logistic Regression,uncalibrated,4.844,1.190584,0.0004089901850155099,0.0002375048210760109,6.0,0.0004085382848480662,0.0002362126540739424,6.0,0.000606822894946506
AC,c_a,LR,Logistic Regression,uncalibrated,4.845,1.19075,0.0003618158645566577,0.00022300795442699455,6.0,0.00036148715739664494,0.00022187968038691434,6.0,0.0005726283883030326
AC,c_a,LR,Logistic Regression,uncalibrated,4.846,1.190916,0.00032023082707417983,0.0002094439388449123,6.0,0.00031999796996336677,0.00020845718280741076,6.0,0.0005412853659869972
AC,c_a,LR,Logistic Regression,uncalibrated,4.847,1.1910820000000002,0.0002835470330682155,0.0001967627703446362,6.0,0.0002833884868545336,0.00019589833410868098,6.0,0.0005124987015359216
AC,c_a,LR,Logistic Regression,uncalibrated,4.848,1.191248,0.000251162792257422,0.00018491512107661668,6.0,0.00025106159891460006,0.0001841565272935239,6.0,0.0004860092463781918
AC,c_a,LR,Logistic Regression,uncalibrated,4.849,1.1914140000000002,0.00022944092248054483,0.00017393274712459666,3.0,0.00022938332274794837,0.00017330079997853026,3.0,0.000461588845347081
AC,c_a,LR,Logistic Regression,uncalibrated,4.85,1.19158,0.00020353382707529773,0.00016374538630302562,3.0,0.0002035104248516717,0.00016318818600691602,3.0,0.0004390361165269895
AC,c_a,LR,Logistic Regression,uncalibrated,4.851,1.1917380000000002,0.00018160764249499503,0.00015463124772409072,3.0,0.0001816089598216294,0.00015413607688415036,3.0,0.0004188813254557926
AC,c_a,LR,Logistic Regression,uncalibrated,4.852,1.191896,0.00016207176286417907,0.00014608013666194157,3.0,0.00016209173425355922,0.00014563930127546972,3.0,0.00040014840462568405
AC,c_a,LR,Logistic Regression,uncalibrated,4.853,1.192054,0.00014465278450494042,0.00013806038391067012,3.0,0.00014468661403329214,0.00013766721544613297,3.0,0.0003827122255650064
AC,c_a,LR,Logistic Regression,uncalibrated,4.854,1.192212,0.0001291096587922687,0.00013054124566160905,3.0,0.00012915356419921736,0.0001301899577624908,3.0,0.0003664607176601926
AC,c_a,LR,Logistic Regression,uncalibrated,4.855,1.1923700000000002,0.00011522979671935342,0.00012349305133554496,3.0,0.00011528080480827096,0.00012317861709222643,3.0,0.0003512933059632569
AC,c_a,LR,Logistic Regression,uncalibrated,4.856,1.192528,0.00010282564201208506,0.00011688730823819074,3.0,0.00010288142501705771,0.00011660535506257945,3.0,0.0003371195578184714
AC,c_a,LR,Logistic Regression,uncalibrated,4.857,1.1926860000000001,9.173165795893539e-05,0.00011069677077944763,3.0,9.179040264091959e-05,0.00011044349033292406,3.0,0.00032385800773785365
AC,c_a,LR,Logistic Regression,uncalibrated,4.858,1.192844,8.180167900633138e-05,0.00010489548083276921,3.0,8.186198190992161e-05,0.00010466755182057818,3.0,0.000311435134781197
AC,c_a,LR,Logistic Regression,uncalibrated,4.859,1.193002,7.290658368516152e-05,9.945878479357657e-05,3.0,7.296736731580528e-05,9.92533067531878e-05,3.0,0.0002997844707101793
AC,c_a,LR,Logistic Regression,uncalibrated,4.86,1.19316,6.493225028700661e-05,9.436333204254083e-05,3.0,6.499269602629659e-05,9.417776852496184e-05,3.0,0.0002888458205335551
AC,c_a,LR,Logistic Regression,uncalibrated,4.861,1.1933159999999998,5.786002790909404e-05,8.964491912334662e-05,3.0,5.791954494571705e-05,8.947682907440962e-05,3.0,0.0002786489903215892
AC,c_a,LR,Logistic Regression,uncalibrated,4.862,1.1934719999999999,5.150155671114068e-05,8.521827118769977e-05,3.0,5.155970321935044e-05,8.50657524766811e-05,3.0,0.00026904882613347416
AC,c_a,LR,Logistic Regression,uncalibrated,4.863,1.1936280000000001,4.3331702791231144e-05,8.110409096755982e-05,6.0,4.3387643091530315e-05,8.096018532675313e-05,6.0,0.00026000147859439203
AC,c_a,LR,Logistic Regression,uncalibrated,4.864,1.193784,3.830174719167066e-05,7.727584620481913e-05,6.0,3.835588623764728e-05,7.714495971528591e-05,6.0,0.00025146694106232317
AC,c_a,LR,Logistic Regression,uncalibrated,4.865,1.19394,3.376753447930579e-05,7.368630435207979e-05,6.0,3.38197230814926e-05,7.356705801484645e-05,6.0,0.00024340866049695894
