feature_set,n_features,model,calibration,Delta,chi,chi_err
20,20,Neural Network,calibrated,0.0382,0.0459223506061074,0.0184964849608611
20,20,Neural Network,calibrated,0.0386,5.94768401023591E-05,4.54515855623219E-05
20,20,Neural Network,calibrated,0.039,5.84313870277342E-14,2.43833933469636E-14
20,20,Neural Network,calibrated,0.0394,5.41186849745805E-16,3.27913547196386E-16
20,20,Neural Network,calibrated,0.0398,3.8222980620403E-17,2.31221625583001E-17
20,20,Neural Network,calibrated,0.0402,2.32355194944064E-17,8.12572007284535E-18
20,20,Neural Network,calibrated,0.041,3.46088419906361E-18,1.51295926722848E-19
20,20,Neural Network,uncalibrated,0.036,4.15503380571336E-13,5.82638741144145E-14
20,20,Neural Network,uncalibrated,0.0366,1.44455479939315E-10,7.40049213494075E-11
20,20,Neural Network,uncalibrated,0.037,2.74337490077237E-06,2.60253213171952E-06
20,20,Neural Network,uncalibrated,0.0374,0.00392120916169275,0.00314999465676434
20,20,Neural Network,uncalibrated,0.0378,0.0897897632770998,0.0159678478285711
20,20,Neural Network,uncalibrated,0.0382,0.0507930500776838,0.0194112056374659
20,20,Neural Network,uncalibrated,0.0386,0.000242562828946509,0.000154706942238378
20,20,Neural Network,uncalibrated,0.039,4.57165716733402E-10,1.91028086375014E-10
20,20,Neural Network,uncalibrated,0.0394,5.77814535890852E-12,3.09803872998568E-12
20,20,Neural Network,uncalibrated,0.0398,2.22660825251866E-12,1.55960853708785E-12
20,20,Neural Network,uncalibrated,0.0402,3.68792841390169E-13,1.09048703028438E-13
20,20,Neural Network,uncalibrated,0.041,1.02224474818422E-13,6.98423097606866E-15
12,12,Logistic Regression,calibrated,0.036,7.11536677566371E-09,1.08394004637105E-09
12,12,Logistic Regression,calibrated,0.0366,1.44392605457785E-06,5.89700176070238E-07
12,12,Logistic Regression,calibrated,0.037,0.000351402562017512,0.000247102472730269
12,12,Logistic Regression,calibrated,0.0374,0.0136573899078547,0.00588071345775832
12,12,Logistic Regression,calibrated,0.0378,0.0513122366029214,0.00888204186095925
12,12,Logistic Regression,calibrated,0.0382,0.0315312662417068,0.00939159195273629
12,12,Logistic Regression,calibrated,0.0386,0.00156332727908106,0.000590869911631526
12,12,Logistic Regression,calibrated,0.039,2.27172186248333E-06,6.98312022084474E-07
12,12,Logistic Regression,calibrated,0.0394,1.0841184935569E-07,4.1584246039265E-08
12,12,Logistic Regression,calibrated,0.0398,1.82934242546987E-08,5.57415106214326E-09
12,12,Logistic Regression,calibrated,0.0402,2.01462072579693E-08,5.23752231389394E-09
12,12,Logistic Regression,calibrated,0.041,6.21127074206505E-09,1.6283359791892E-10
12,12,Logistic Regression,uncalibrated,0.036,4.53282803244894E-09,7.17321939236873E-10
12,12,Logistic Regression,uncalibrated,0.0366,1.14545149525124E-06,4.94496282368465E-07
12,12,Logistic Regression,uncalibrated,0.037,0.000362292924189077,0.000262703118109341
12,12,Logistic Regression,uncalibrated,0.0374,0.01577653530775,0.00694498276275392
12,12,Logistic Regression,uncalibrated,0.0378,0.0571503987021587,0.00962429797007163
12,12,Logistic Regression,uncalibrated,0.0382,0.0284070673467638,0.00925341085499585
12,12,Logistic Regression,uncalibrated,0.0386,0.00105544797407321,0.000421866376824868
12,12,Logistic Regression,uncalibrated,0.039,1.08712936974888E-06,3.4760145539571E-07
12,12,Logistic Regression,uncalibrated,0.0394,4.72842574757382E-08,1.87425220989037E-08
12,12,Logistic Regression,uncalibrated,0.0398,7.16626157511468E-09,2.18204850804873E-09
12,12,Logistic Regression,uncalibrated,0.0402,8.37070339038656E-09,2.20558233612235E-09
12,12,Logistic Regression,uncalibrated,0.041,2.38954901139905E-09,6.26273857687584E-11
12,12,Logistic Regression C = 0.00175,calibrated,0.036,4.33994068524841E-09,6.71976986902906E-10
12,12,Logistic Regression C = 0.00175,calibrated,0.0366,9.86623528056765E-07,4.14013167065463E-07
12,12,Logistic Regression C = 0.00175,calibrated,0.037,0.000266421991524585,0.000189294022594012
12,12,Logistic Regression C = 0.00175,calibrated,0.0374,0.0109333699787011,0.00482728531896229
12,12,Logistic Regression C = 0.00175,calibrated,0.0378,0.0469367373327383,0.0082709720376988
12,12,Logistic Regression C = 0.00175,calibrated,0.0382,0.0370631333607703,0.0100631279420968
12,12,Logistic Regression C = 0.00175,calibrated,0.0386,0.00222131575637831,0.000828223950067149
12,12,Logistic Regression C = 0.00175,calibrated,0.039,2.87110125477742E-06,9.21933498017038E-07
12,12,Logistic Regression C = 0.00175,calibrated,0.0394,1.27443633554641E-07,5.01421716331739E-08
12,12,Logistic Regression C = 0.00175,calibrated,0.0398,2.17800285319601E-08,7.09481422049768E-09
12,12,Logistic Regression C = 0.00175,calibrated,0.0402,2.30138204443864E-08,6.04627809694898E-09
12,12,Logistic Regression C = 0.00175,calibrated,0.041,6.95604223419461E-09,1.96065259112525E-10
12,12,Logistic Regression C = 0.00175,uncalibrated,0.036,1.56380603595985E-05,1.46333703582114E-06
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0366,0.000286588048209693,5.5602142655971E-05
12,12,Logistic Regression C = 0.00175,uncalibrated,0.037,0.0029561499737326,0.00102597974749073
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0374,0.0124222043775694,0.00259748439803394
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0378,0.0177603106433035,0.00439482638410827
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0382,0.0166105227568795,0.00354794239498214
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0386,0.00397595133879586,0.000821292789664839
12,12,Logistic Regression C = 0.00175,uncalibrated,0.039,0.000229258388837163,4.49868315168784E-05
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0394,3.83253443360491E-05,8.60454604591672E-06
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0398,1.41394190345554E-05,2.55717491896267E-06
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0402,1.62373746324665E-05,2.67340771657388E-06
12,12,Logistic Regression C = 0.00175,uncalibrated,0.041,8.11338165439734E-06,1.22265871818176E-07
12,12,kNN,calibrated,0.036,-1.88815482086756E-37,1.81539552609516E-53
12,12,kNN,calibrated,0.0366,-3.35019307153942E-37,3.75531130402088E-53
12,12,kNN,calibrated,0.037,2.93873587675071E-39,9.59019981773978E-54
12,12,kNN,calibrated,0.0374,1.59863012428393E-11,1.598630124284E-11
12,12,kNN,calibrated,0.0378,0.0240335605281141,0.0124140295651276
12,12,kNN,calibrated,0.0382,0.211422129136044,0.0308081193554627
12,12,kNN,calibrated,0.0386,0.00719977791971353,0.00515821499233662
12,12,kNN,calibrated,0.039,-2.53915794403373E-30,2.72813888972601E-46
12,12,kNN,calibrated,0.0394,-1.87356462734411E-30,1.34971623059732E-46
12,12,kNN,calibrated,0.0398,-5.01671585261726E-30,1.56363635781292E-46
12,12,kNN,calibrated,0.0402,-4.68391418803321E-30,1.06704437089614E-46
12,12,kNN,calibrated,0.041,-9.65129640057111E-30,4.33504595383288E-46
12,12,kNN,uncalibrated,0.036,0,0
12,12,kNN,uncalibrated,0.0366,0,0
12,12,kNN,uncalibrated,0.037,0,0
12,12,kNN,uncalibrated,0.0374,0,0
12,12,kNN,uncalibrated,0.0378,0.0307104962505275,0.0150114327119657
12,12,kNN,uncalibrated,0.0382,0.217417517235694,0.0403537115942319
12,12,kNN,uncalibrated,0.0386,0.00646911296470412,0.00483714328600335
12,12,kNN,uncalibrated,0.039,0,0
12,12,kNN,uncalibrated,0.0394,0,0
12,12,kNN,uncalibrated,0.0398,0,0
12,12,kNN,uncalibrated,0.0402,0,0
12,12,kNN,uncalibrated,0.041,0,0
12,12,SVM (RBF),calibrated,0.036,1.44172215666409E-09,1.46599878306597E-10
12,12,SVM (RBF),calibrated,0.0366,7.35712346261558E-08,2.21765391765761E-08
12,12,SVM (RBF),calibrated,0.037,1.1414036320321E-05,8.21610608877428E-06
12,12,SVM (RBF),calibrated,0.0374,0.00105003297916962,0.000624463849520565
12,12,SVM (RBF),calibrated,0.0378,0.0215603000821303,0.00617351873505259
12,12,SVM (RBF),calibrated,0.0382,0.0828813576307573,0.0135499406034676
12,12,SVM (RBF),calibrated,0.0386,0.0108363935758648,0.00376986837485324
12,12,SVM (RBF),calibrated,0.039,6.0000558174447E-06,2.09376180002155E-06
12,12,SVM (RBF),calibrated,0.0394,1.28449420973671E-07,6.69278916783761E-08
12,12,SVM (RBF),calibrated,0.0398,7.21620577283149E-09,3.77564849678596E-09
12,12,SVM (RBF),calibrated,0.0402,1.25688204131207E-08,4.47173452572882E-09
