feature_set,n_features,model,algorithm,n_neighbors,calibration,train_acc,Delta_crit,Delta_crit_err,Delta_close,N_Delta,runtime_model,runtime_jackknife_mean,runtime_jackknife_chi,summary_mean_time,summary_chi_time,runtime_delta_crit,runtime_total
30,30,KNN,auto,1,uncalibrated,1,0.0379990845419953,2.6504757849331E-05,0.0378,12,12.129,0.883,2.288,0.019,0.0132,0.00036,15.332
30,30,KNN,auto,3,uncalibrated,1,0.0380003129890454,2.67202204616183E-05,0.0382,12,11.769,0.66,1.166,0.0088,0.0085,0.00019,13.613
30,30,KNN,auto,5,uncalibrated,1,0.0380001997565917,2.69016112351889E-05,0.0382,12,10.593,0.573,1.28,0.0088,0.0086,0.00018,12.463
30,30,KNN,auto,7,uncalibrated,1,0.0379989348203592,2.67489570257814E-05,0.0378,12,11.157,0.589,1.307,0.0096,0.0098,0.00018,13.072
30,30,KNN,auto,9,uncalibrated,1,0.037997949199413,2.68917591315987E-05,0.0378,12,10.209,0.632,1.19,0.0096,0.0095,0.00027,12.05
30,30,KNN,auto,11,uncalibrated,1,0.0379966718775878,2.68781300708012E-05,0.0378,12,10.738,0.607,1.527,0.0091,0.0086,0.00016,12.89
30,30,KNN,auto,13,uncalibrated,1,0.0379956509921872,2.68795538366351E-05,0.0378,12,10.491,0.527,1.237,0.0088,0.0086,0.00017,12.272
30,30,KNN,auto,15,uncalibrated,1,0.0379947954110076,2.68321184079748E-05,0.0378,12,10.925,0.577,1.253,0.009,0.0087,0.00017,12.774
30,30,KNN,auto,17,uncalibrated,1,0.0379941637715657,2.69067144220966E-05,0.0378,12,11.217,0.656,1.402,0.0117,0.0114,0.00016,13.298
30,30,KNN,auto,19,uncalibrated,1,0.0379934348442904,2.69001239689914E-05,0.0378,12,10.504,0.65,1.59,0.0094,0.0092,0.00017,12.763
30,30,KNN,auto,21,uncalibrated,1,0.0379926108536935,2.69145150510726E-05,0.0378,12,11.166,0.598,1.368,0.0099,0.0098,0.00017,13.152
30,30,KNN,auto,23,uncalibrated,1,0.0379921776688139,2.68525501371476E-05,0.0378,12,10.446,0.588,1.618,0.0098,0.0097,0.00019,12.672
30,30,KNN,auto,25,uncalibrated,1,0.0379915235181259,2.68017446329358E-05,0.0378,12,10.519,0.542,1.324,0.009,0.0088,0.00017,12.403
30,30,KNN,auto,27,uncalibrated,1,0.0379909387166977,2.68468137488417E-05,0.0378,12,10.706,0.599,1.416,0.0097,0.0104,0.00027,12.741
30,30,KNN,auto,29,uncalibrated,1,0.0379904901429662,2.6936974061063E-05,0.0378,12,10.349,0.592,1.439,0.0089,0.0086,0.00018,12.398
30,30,KNN,auto,31,uncalibrated,1,0.0379899410649055,2.69226476878558E-05,0.0378,12,10.579,0.624,1.487,0.0163,0.0157,0.00028,12.721
30,30,KNN,auto,33,uncalibrated,1,0.0379895515283548,2.68668025341439E-05,0.0378,12,11.019,0.644,1.556,0.0089,0.0089,0.00016,13.236
30,30,KNN,auto,35,uncalibrated,1,0.0379890264018202,2.69027145836141E-05,0.0378,12,10.663,0.541,1.423,0.0095,0.0091,0.00016,12.645
30,30,KNN,auto,37,uncalibrated,1,0.0379885342381075,2.69664498420806E-05,0.0378,12,10.775,0.542,1.254,0.0089,0.0084,0.00016,12.588
30,30,KNN,auto,39,uncalibrated,1,0.0379880308452439,2.70271468396504E-05,0.0378,12,10.92,0.775,1.27,0.0089,0.0086,0.00016,12.983
30,30,KNN,auto,41,uncalibrated,1,0.0379877013846593,2.70385327755363E-05,0.0378,12,10.612,0.67,1.339,0.0094,0.0092,0.00026,12.64
30,30,KNN,auto,43,uncalibrated,1,0.0379872573799312,2.70826234976895E-05,0.0378,12,10.678,0.601,1.466,0.0097,0.0094,0.00018,12.765
30,30,KNN,auto,45,uncalibrated,1,0.0379868731522653,2.71193889146361E-05,0.0378,12,10.875,0.915,1.926,0.0097,0.0091,0.00017,13.735
30,30,KNN,auto,47,uncalibrated,1,0.0379864983441338,2.71304978889223E-05,0.0378,12,10.669,0.542,1.346,0.0095,0.0093,0.00016,12.575
30,30,KNN,auto,49,uncalibrated,1,0.0379862048070087,2.71500725468116E-05,0.0378,12,10.643,0.862,1.619,0.0095,0.0091,0.00017,13.143
30,30,KNN,auto,51,uncalibrated,1,0.0379858386238659,2.71774698524765E-05,0.0378,12,10.677,0.718,1.789,0.0102,0.0099,0.00018,13.204
30,30,KNN,auto,61,uncalibrated,1,0.037984456415912,2.72550248360783E-05,0.0378,12,10.763,0.559,1.283,0.0089,0.0089,0.00016,12.622
30,30,KNN,auto,81,uncalibrated,1,0.037982269653054,2.74418098377704E-05,0.0378,12,10.487,0.917,1.887,0.0131,0.0119,0.00018,13.316
30,30,KNN,auto,101,uncalibrated,1,0.0379804279105157,2.76232945004232E-05,0.0378,12,10.793,0.776,1.379,0.0094,0.0091,0.00031,12.966
30,30,KNN,auto,151,uncalibrated,1,0.0379766686002683,2.7975522557748E-05,0.0378,12,10.839,0.549,1.43,0.009,0.0087,0.00017,12.836
30,30,KNN,auto,201,uncalibrated,1,0.0379741984748827,2.82710194842869E-05,0.0378,12,10.816,0.595,1.802,0.0095,0.0091,0.00017,13.231
30,30,KNN,kd_tree,1,uncalibrated,1,0.0379990845419953,2.6504757849331E-05,0.0378,12,0.229,0.957,1.762,0.0108,0.0135,0.00026,2.972
30,30,KNN,kd_tree,3,uncalibrated,1,0.0380003129890454,2.67202204616183E-05,0.0382,12,0.491,0.572,1.255,0.0109,0.0106,0.00019,2.339
30,30,KNN,kd_tree,5,uncalibrated,1,0.0380001997565917,2.69016112351889E-05,0.0382,12,0.539,0.617,1.634,0.0164,0.0162,0.00031,2.823
30,30,KNN,kd_tree,7,uncalibrated,1,0.0379989348203592,2.67489570257814E-05,0.0378,12,0.643,0.727,1.471,0.0115,0.0109,0.00017,2.863
30,30,KNN,kd_tree,9,uncalibrated,1,0.037997949199413,2.68917591315987E-05,0.0378,12,0.584,0.705,1.8,0.0097,0.0094,0.00026,3.109
30,30,KNN,kd_tree,11,uncalibrated,1,0.0379966718775878,2.68781300708012E-05,0.0378,12,0.493,0.609,1.574,0.0095,0.0091,0.00016,2.694
30,30,KNN,kd_tree,13,uncalibrated,1,0.0379956509921872,2.68795538366351E-05,0.0378,12,0.612,0.935,1.726,0.0087,0.0087,0.00016,3.291
30,30,KNN,kd_tree,15,uncalibrated,1,0.0379947954110076,2.68321184079748E-05,0.0378,12,0.555,0.704,1.391,0.0099,0.0092,0.00017,2.669
30,30,KNN,kd_tree,17,uncalibrated,1,0.0379941637715657,2.69067144220966E-05,0.0378,12,0.646,0.673,1.973,0.0139,0.012,0.00026,3.318
30,30,KNN,kd_tree,19,uncalibrated,1,0.0379934348442904,2.69001239689914E-05,0.0378,12,0.697,0.63,1.397,0.0098,0.0092,0.00018,2.744
30,30,KNN,kd_tree,21,uncalibrated,1,0.0379926108536935,2.69145150510726E-05,0.0378,12,0.69,0.823,1.429,0.01,0.0099,0.00029,2.962
30,30,KNN,kd_tree,23,uncalibrated,1,0.0379921776688139,2.68525501371476E-05,0.0378,12,0.655,0.857,1.812,0.009,0.0086,0.00016,3.341
30,30,KNN,kd_tree,25,uncalibrated,1,0.0379915235181259,2.68017446329358E-05,0.0378,12,0.664,0.648,1.386,0.0097,0.0092,0.00017,2.718
30,30,KNN,kd_tree,27,uncalibrated,1,0.0379909387166977,2.68468137488417E-05,0.0378,12,0.702,0.558,1.277,0.0089,0.0087,0.00017,2.555
30,30,KNN,kd_tree,29,uncalibrated,1,0.0379904901429662,2.6936974061063E-05,0.0378,12,0.727,0.676,1.272,0.0088,0.0086,0.00016,2.691
30,30,KNN,kd_tree,31,uncalibrated,1,0.0379899410649055,2.69226476878558E-05,0.0378,12,0.766,0.84,1.363,0.0095,0.009,0.00017,2.987
30,30,KNN,kd_tree,33,uncalibrated,1,0.0379895515283548,2.68668025341439E-05,0.0378,12,0.699,0.814,2.203,0.011,0.0096,0.00017,3.737
30,30,KNN,kd_tree,35,uncalibrated,1,0.0379890264018202,2.69027145836141E-05,0.0378,12,0.598,0.935,1.289,0.0092,0.0086,0.00016,2.84
30,30,KNN,kd_tree,37,uncalibrated,1,0.0379885342381075,2.69664498420806E-05,0.0378,12,0.734,0.792,1.366,0.0108,0.0107,0.00018,2.913
30,30,KNN,kd_tree,39,uncalibrated,1,0.0379880308452439,2.70271468396504E-05,0.0378,12,0.805,0.554,1.325,0.0088,0.0088,0.00016,2.701
