stride,feature_set,n_features,model,K0,mean,mean_err
1000,30,30,Spectral,4.81,0.975,0.025
1000,30,30,Spectral,4.82,1,0
1000,30,30,Spectral,4.83,1,0
1000,30,30,Spectral,4.84,1,0
1000,30,30,Spectral,4.85,1,0
1000,30,30,Spectral,4.86,1,0
1000,30,30,Spectral,4.87,1,0
1000,30,30,Spectral,4.88,1,0
1000,30,30,Spectral,4.9,1,0
1000,30,30,Spectral,4.93,1,0
500,30,30,Spectral,4.67,0,0
500,30,30,Spectral,4.7,0,0
500,30,30,Spectral,4.72,0.0175438596491228,0.0175438596491228
500,30,30,Spectral,4.73,0.0847457627118644,0.0365692348590547
500,30,30,Spectral,4.74,0.174603174603169,0.0482127185103261
500,30,30,Spectral,4.75,0.476923076923077,0.0624333964644151
500,30,30,Spectral,4.76,0.75,0.0602265069787145
500,30,30,Spectral,4.77,0.9,0.0361157559257306
500,30,30,Spectral,4.78,0.958904109589049,0.0233948647624647
500,30,30,Spectral,4.79,1,0
500,30,30,Spectral,4.81,1,0
500,30,30,Spectral,4.82,1,0
500,30,30,Spectral,4.83,1,0
500,30,30,Spectral,4.84,1,0
500,30,30,Spectral,4.85,1,0
500,30,30,Spectral,4.86,1,0
500,30,30,Spectral,4.87,1,0
500,30,30,Spectral,4.88,1,0
500,30,30,Spectral,4.9,1,0
500,30,30,Spectral,4.93,1,0
250,30,30,Spectral,4.67,0,0
250,30,30,Spectral,4.7,0,0
250,30,30,Spectral,4.72,0.0324675324675325,0.0141326542229223
250,30,30,Spectral,4.73,0.11063829787234,0.0370970122854525
250,30,30,Spectral,4.74,0.265060240963855,0.0335671280603113
250,30,30,Spectral,4.75,0.6015625,0.0504294706537424
250,30,30,Spectral,4.76,0.825870646766155,0.0268617627299635
250,30,30,Spectral,4.77,0.919047619047604,0.0229378033882819
250,30,30,Spectral,4.78,0.984536082474227,0.00883460644381584
250,30,30,Spectral,4.79,0.996515679442504,0.00348432055749128
250,30,30,Spectral,4.81,1,0
250,30,30,Spectral,4.82,1,0
250,30,30,Spectral,4.83,1,0
250,30,30,Spectral,4.84,1,0
250,30,30,Spectral,4.85,1,0
250,30,30,Spectral,4.86,1,0
250,30,30,Spectral,4.87,1,0
250,30,30,Spectral,4.88,1,0
250,30,30,Spectral,4.9,1,0
250,30,30,Spectral,4.93,1,0
100,30,30,Spectral,4.67,0,0
100,30,30,Spectral,4.7,0,0
100,30,30,Spectral,4.72,0.0535714285714286,0.0118450885369836
100,30,30,Spectral,4.73,0.149659863945578,0.0199301540036813
100,30,30,Spectral,4.74,0.393772893772894,0.0229030474529997
100,30,30,Spectral,4.75,0.679012345679012,0.0210774980344168
100,30,30,Spectral,4.76,0.881458966565348,0.0194075342244069
100,30,30,Spectral,4.77,0.957767722473592,0.00862988211921038
100,30,30,Spectral,4.78,0.992150706436411,0.00343141733349135
100,30,30,Spectral,4.79,1,0
100,30,30,Spectral,4.81,1,0
100,30,30,Spectral,4.82,1,0
100,30,30,Spectral,4.83,1,0
100,30,30,Spectral,4.84,1,0
100,30,30,Spectral,4.85,1,0
100,30,30,Spectral,4.86,1,0
100,30,30,Spectral,4.87,1,0
100,30,30,Spectral,4.88,1,0
100,30,30,Spectral,4.9,1,0
100,30,30,Spectral,4.93,1,0
50,30,30,Spectral,4.67,0,0
50,30,30,Spectral,4.7,0.00107526881720432,0.0010752688172043
50,30,30,Spectral,4.72,0.0985663082437284,0.0110691194026396
50,30,30,Spectral,4.73,0.258723404255319,0.019425893124278
50,30,30,Spectral,4.74,0.534789644012945,0.019128787083393
50,30,30,Spectral,4.75,0.802180685358255,0.0124610591900312
50,30,30,Spectral,4.76,0.934586466165414,0.00765918673031992
50,30,30,Spectral,4.77,0.981281497480201,0.00472097805925268
50,30,30,Spectral,4.78,0.998611111111111,0.00138888888888893
50,30,30,Spectral,4.79,1,0
50,30,30,Spectral,4.81,1,0
50,30,30,Spectral,4.82,1,0
50,30,30,Spectral,4.83,1,0
50,30,30,Spectral,4.84,1,0
50,30,30,Spectral,4.85,1,0
50,30,30,Spectral,4.86,1,0
50,30,30,Spectral,4.87,1,0
50,30,30,Spectral,4.88,1,0
50,30,30,Spectral,4.9,1,0
50,30,30,Spectral,4.93,1,0
5000,30,30,GaussianMixture,4.67,6.58878945435125E-19,5.76916203580019E-19
5000,30,30,GaussianMixture,4.7,1.41706367193066E-11,1.41706225662379E-11
5000,30,30,GaussianMixture,4.72,6.52592954053752E-08,5.89599552621054E-08
5000,30,30,GaussianMixture,4.73,0.000562441293374037,0.000562436908251751
5000,30,30,GaussianMixture,4.74,3.10886115595075E-05,3.08479689016444E-05
5000,30,30,GaussianMixture,4.75,0.128061909822357,0.124586197045025
5000,30,30,GaussianMixture,4.76,0.00132314962960331,0.00129960304882976
5000,30,30,GaussianMixture,4.77,0.118021775058261,0.11789921223819
5000,30,30,GaussianMixture,4.78,0.253852705127983,0.156992313544561
5000,30,30,GaussianMixture,4.79,0.489101719538121,0.18487528626209
5000,30,30,GaussianMixture,4.81,0.699014069780811,0.167502898453692
5000,30,30,GaussianMixture,4.82,0.865472623356752,0.120650834210078
5000,30,30,GaussianMixture,4.83,0.942639698491943,0.0544192314674353
5000,30,30,GaussianMixture,4.84,0.894664264955839,0.103876876820872
5000,30,30,GaussianMixture,4.85,0.971079407455324,0.0281289463074761
5000,30,30,GaussianMixture,4.86,0.836626133943419,0.112544880491378
5000,30,30,GaussianMixture,4.87,0.899885326504089,0.0998827294622394
5000,30,30,GaussianMixture,4.88,0.94001938263172,0.0586368570993357
5000,30,30,GaussianMixture,4.9,0.999930103341293,6.63756476484894E-05
5000,30,30,GaussianMixture,4.93,0.999192586925339,0.00080658944633593
1000,30,30,GaussianMixture,4.67,1.10551577555568E-18,5.99904654608476E-19
1000,30,30,GaussianMixture,4.7,2.43707150780438E-10,2.40934031268524E-10
