stride,feature_set,n_features,model,K0,chi,chi_err
250,full_20,20,Spectral,4.78,0.2205051909292693,0.011887994706251237
250,full_20,20,Spectral,4.79,0.24404063464531006,0.006111885734880811
250,full_20,20,Spectral,4.81,0.22326118788442573,0.010792394998197568
250,full_20,20,Spectral,4.82,0.21346010795551854,0.012219665180477854
250,full_20,20,Spectral,4.83,0.22195943550102673,0.011667835010683003
250,full_20,20,Spectral,4.84,0.23943457672693372,0.007689929669989974
250,full_20,20,Spectral,4.85,0.21488199768978422,0.012652930223982539
250,full_20,20,Spectral,4.86,0.22221074087649983,0.016382341837504068
250,full_20,20,Spectral,4.87,0.21924933374323752,0.014068249044080536
250,full_20,20,Spectral,4.88,0.22852894707536414,0.010466800898057156
250,full_20,20,Spectral,4.9,0.2348032399148284,0.008155846626485816
250,full_20,20,Spectral,4.93,0.22072035318486838,0.011467193138805506
100,full_20,20,Spectral,4.67,0.18171092530278865,0.009585989166600672
100,full_20,20,Spectral,4.7,0.20115770882299158,0.012512415376451808
100,full_20,20,Spectral,4.72,0.22453108292188947,0.007647464790875912
100,full_20,20,Spectral,4.73,0.21776647107995098,0.010976305175088427
100,full_20,20,Spectral,4.74,0.2282040275659573,0.008794603454797628
100,full_20,20,Spectral,4.75,0.24087383633686305,0.005887244454668427
100,full_20,20,Spectral,4.76,0.24313889196981342,0.003793567544171699
100,full_20,20,Spectral,4.77,0.2432687238587957,0.005634081576032933
100,full_20,20,Spectral,4.78,0.24439278302389697,0.003791328325955722
100,full_20,20,Spectral,4.79,0.2439432933365551,0.007146295131356172
100,full_20,20,Spectral,4.81,0.24310519253489882,0.003236423899995341
100,full_20,20,Spectral,4.82,0.24616098329525732,0.002860884816019274
100,full_20,20,Spectral,4.83,0.24946816368658875,0.0012201305812479045
100,full_20,20,Spectral,4.84,0.24926301823346908,0.0029794132591696963
100,full_20,20,Spectral,4.85,0.2487774918686143,0.0021970111638990484
100,full_20,20,Spectral,4.86,0.24952053413441,0.0011022146847864019
100,full_20,20,Spectral,4.87,0.24999643861075796,0.0008075807492592446
100,full_20,20,Spectral,4.88,0.25137316413761335,0.0012583892617449577
100,full_20,20,Spectral,4.9,0.25069699709009235,0.0004180902342673026
100,full_20,20,Spectral,4.93,0.24971522941602756,0.0021503132121294265
250,full_20,20,Birch,4.67,0.02865107488778646,0.012690763052208827
250,full_20,20,Birch,4.7,0.065870272696667,0.028785687250829625
250,full_20,20,Birch,4.72,0.055416514751714656,0.016889837818571042
250,full_20,20,Birch,4.73,0.09701684454159698,0.023304616694043965
250,full_20,20,Birch,4.74,0.128710043744417,0.019867671912769166
250,full_20,20,Birch,4.75,0.08162982482981154,0.018522879998331833
250,full_20,20,Birch,4.76,0.11322196125968872,0.018357273328250722
250,full_20,20,Birch,4.77,0.12473041943282556,0.020089773218814992
250,full_20,20,Birch,4.78,0.13722869777643884,0.016910743558696477
250,full_20,20,Birch,4.79,0.13866150414373754,0.02043990626198258
250,full_20,20,Birch,4.81,0.1748857630175274,0.018171483959507274
250,full_20,20,Birch,4.82,0.216180642157279,0.0239027117696394
250,full_20,20,Birch,4.83,0.1926984190944379,0.021706022966941706
250,full_20,20,Birch,4.84,0.20968039472547265,0.014183973434398258
250,full_20,20,Birch,4.85,0.21386861313868658,0.013739065956682457
250,full_20,20,Birch,4.86,0.21762020931323778,0.016446223459798084
250,full_20,20,Birch,4.87,0.2320816427832727,0.016586482514646894
250,full_20,20,Birch,4.88,0.2182924542122069,0.013157444890144894
250,full_20,20,Birch,4.9,0.22112327549857252,0.010038983697413465
250,full_20,20,Birch,4.93,0.23801359387532756,0.009577690662865332
100,full_20,20,Birch,4.67,0.07794796144363282,0.012817902017382253
100,full_20,20,Birch,4.7,0.1007458594462795,0.01192416476808891
100,full_20,20,Birch,4.72,0.17496234663389784,0.01773004575495679
100,full_20,20,Birch,4.73,0.18134958025444464,0.011851298841426348
100,full_20,20,Birch,4.74,0.2044266817667326,0.01182665077767486
100,full_20,20,Birch,4.75,0.21837524797720478,0.008604330992084146
100,full_20,20,Birch,4.76,0.22086568033882367,0.012615965442835659
100,full_20,20,Birch,4.77,0.2240401818536809,0.006621716153001322
100,full_20,20,Birch,4.78,0.21981984100264676,0.006470476945317109
100,full_20,20,Birch,4.79,0.22614386604726516,0.00927077259255093
100,full_20,20,Birch,4.81,0.23776335384779965,0.005234814936461291
100,full_20,20,Birch,4.82,0.24061863126158267,0.004502630629168709
100,full_20,20,Birch,4.83,0.23751524132205093,0.005512833974413517
100,full_20,20,Birch,4.84,0.23708931857856994,0.006392960960338137
100,full_20,20,Birch,4.85,0.23850334310175478,0.006441050737450169
100,full_20,20,Birch,4.86,0.24403612195714058,0.003209098418435079
100,full_20,20,Birch,4.87,0.2434509398439681,0.003615710055846724
100,full_20,20,Birch,4.88,0.24362266830360665,0.0035883043632504064
100,full_20,20,Birch,4.9,0.24457107900528346,0.004491176950038871
100,full_20,20,Birch,4.93,0.24979383218647336,0.0018857526042910554
250,add_2,21,KMeans,4.67,0.0,0.0
250,add_2,21,KMeans,4.7,0.0,0.0
250,add_2,21,KMeans,4.72,0.0,0.0
250,add_2,21,KMeans,4.73,0.0,0.0
