feature_set,n_features,model,algorithm,n_neighbors,calibration,K0,chi,chi_err
30,30,KNN,kd_tree,47,uncalibrated,4.86,0.0,0.0
30,30,KNN,kd_tree,47,uncalibrated,4.87,0.0,0.0
30,30,KNN,kd_tree,47,uncalibrated,4.88,0.0,0.0
30,30,KNN,kd_tree,47,uncalibrated,4.9,0.0,0.0
30,30,KNN,kd_tree,47,uncalibrated,4.93,0.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.73,5.0178738523896504e-05,3.68603782788465e-05
30,30,KNN,kd_tree,49,uncalibrated,4.74,0.008825636508160931,0.006381566288338101
30,30,KNN,kd_tree,49,uncalibrated,4.75,0.05120917384107877,0.009382330698496512
30,30,KNN,kd_tree,49,uncalibrated,4.76,0.1265117359900873,0.010379132518413674
30,30,KNN,kd_tree,49,uncalibrated,4.77,0.17556172677864143,0.0049391267285411695
30,30,KNN,kd_tree,49,uncalibrated,4.78,0.14907866114080037,0.011291549110464776
30,30,KNN,kd_tree,49,uncalibrated,4.79,0.052013735404516655,0.008449179521834762
30,30,KNN,kd_tree,49,uncalibrated,4.81,0.003271323080389851,0.00314789369968844
30,30,KNN,kd_tree,49,uncalibrated,4.82,0.000562165903545821,0.000555837482005302
30,30,KNN,kd_tree,49,uncalibrated,4.83,7.386800243838363e-06,4.814231085273983e-06
30,30,KNN,kd_tree,49,uncalibrated,4.84,0.00020081281587332387,0.000197705064961667
30,30,KNN,kd_tree,49,uncalibrated,4.85,0.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.86,0.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.87,0.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.88,0.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.9,0.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.93,0.0,0.0
30,30,KNN,kd_tree,51,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,51,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,51,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,51,uncalibrated,4.73,4.752675948973365e-05,3.3980221044215575e-05
30,30,KNN,kd_tree,51,uncalibrated,4.74,0.008849350913225217,0.006406559782331118
30,30,KNN,kd_tree,51,uncalibrated,4.75,0.051382020539987326,0.00942070499315481
30,30,KNN,kd_tree,51,uncalibrated,4.76,0.12640379215953182,0.010270382254436229
30,30,KNN,kd_tree,51,uncalibrated,4.77,0.17538974985121025,0.004911313426342532
30,30,KNN,kd_tree,51,uncalibrated,4.78,0.1486449940786822,0.01141090662479885
30,30,KNN,kd_tree,51,uncalibrated,4.79,0.051932123452978055,0.00834939310194175
30,30,KNN,kd_tree,51,uncalibrated,4.81,0.003257171188654394,0.0031414175771808887
30,30,KNN,kd_tree,51,uncalibrated,4.82,0.0005645504291939716,0.000558707543528662
30,30,KNN,kd_tree,51,uncalibrated,4.83,6.818803300828782e-06,4.444047995287509e-06
30,30,KNN,kd_tree,51,uncalibrated,4.84,0.00020890507915577412,0.00020603388674603052
30,30,KNN,kd_tree,51,uncalibrated,4.85,0.0,0.0
30,30,KNN,kd_tree,51,uncalibrated,4.86,0.0,0.0
30,30,KNN,kd_tree,51,uncalibrated,4.87,0.0,0.0
30,30,KNN,kd_tree,51,uncalibrated,4.88,0.0,0.0
30,30,KNN,kd_tree,51,uncalibrated,4.9,0.0,0.0
30,30,KNN,kd_tree,51,uncalibrated,4.93,0.0,0.0
30,30,KNN,kd_tree,61,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,61,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,61,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,61,uncalibrated,4.73,3.670550873814812e-05,2.388748228128381e-05
30,30,KNN,kd_tree,61,uncalibrated,4.74,0.009111381549947756,0.006363636305783272
30,30,KNN,kd_tree,61,uncalibrated,4.75,0.051596136685889665,0.009316959858943001
30,30,KNN,kd_tree,61,uncalibrated,4.76,0.1267470905777932,0.010055599864926861
30,30,KNN,kd_tree,61,uncalibrated,4.77,0.1740767689458439,0.004992137449409303
30,30,KNN,kd_tree,61,uncalibrated,4.78,0.14756256301183465,0.011097243602501833
30,30,KNN,kd_tree,61,uncalibrated,4.79,0.05094783034830886,0.008072492244074077
30,30,KNN,kd_tree,61,uncalibrated,4.81,0.00305290496748586,0.002963025005417383
30,30,KNN,kd_tree,61,uncalibrated,4.82,0.00042786388156515156,0.0004237790210913211
30,30,KNN,kd_tree,61,uncalibrated,4.83,4.7663819901789636e-06,3.1064146293315876e-06
30,30,KNN,kd_tree,61,uncalibrated,4.84,0.000163473051866613,0.00016146467176390524
30,30,KNN,kd_tree,61,uncalibrated,4.85,0.0,0.0
30,30,KNN,kd_tree,61,uncalibrated,4.86,0.0,0.0
30,30,KNN,kd_tree,61,uncalibrated,4.87,0.0,0.0
30,30,KNN,kd_tree,61,uncalibrated,4.88,0.0,0.0
30,30,KNN,kd_tree,61,uncalibrated,4.9,0.0,0.0
30,30,KNN,kd_tree,61,uncalibrated,4.93,0.0,0.0
30,30,KNN,kd_tree,81,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,81,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,81,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,81,uncalibrated,4.73,4.792711884673736e-05,2.9715496107814358e-05
30,30,KNN,kd_tree,81,uncalibrated,4.74,0.008948815987788523,0.006015184987041047
30,30,KNN,kd_tree,81,uncalibrated,4.75,0.051099167399350734,0.009127951999644224
30,30,KNN,kd_tree,81,uncalibrated,4.76,0.1260704091391843,0.009802299752359446
30,30,KNN,kd_tree,81,uncalibrated,4.77,0.17130526238577187,0.0049917375822830685
30,30,KNN,kd_tree,81,uncalibrated,4.78,0.14622658183669482,0.010963712074880588
30,30,KNN,kd_tree,81,uncalibrated,4.79,0.050454486314269124,0.007799714711980715
30,30,KNN,kd_tree,81,uncalibrated,4.81,0.003197206497154648,0.003109507685050572
30,30,KNN,kd_tree,81,uncalibrated,4.82,0.0003487815049414541,0.00034608335501868276
30,30,KNN,kd_tree,81,uncalibrated,4.83,5.4110291555742675e-06,3.6260814705382194e-06
30,30,KNN,kd_tree,81,uncalibrated,4.84,0.0002086019293537967,0.0002060391096136802
30,30,KNN,kd_tree,81,uncalibrated,4.85,0.0,0.0
30,30,KNN,kd_tree,81,uncalibrated,4.86,0.0,0.0
30,30,KNN,kd_tree,81,uncalibrated,4.87,0.0,0.0
30,30,KNN,kd_tree,81,uncalibrated,4.88,0.0,0.0
30,30,KNN,kd_tree,81,uncalibrated,4.9,0.0,0.0
30,30,KNN,kd_tree,81,uncalibrated,4.93,0.0,0.0
30,30,KNN,kd_tree,101,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,101,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,101,uncalibrated,4.72,2.8832236747262383e-07,2.8832236747262383e-07
30,30,KNN,kd_tree,101,uncalibrated,4.73,5.394442092854426e-05,3.551713643161259e-05
30,30,KNN,kd_tree,101,uncalibrated,4.74,0.009113817549983302,0.006271912303639309
30,30,KNN,kd_tree,101,uncalibrated,4.75,0.05082055793403724,0.008993424836689018
30,30,KNN,kd_tree,101,uncalibrated,4.76,0.12574692115250308,0.009678035839256678
30,30,KNN,kd_tree,101,uncalibrated,4.77,0.16972102569231942,0.005002735048129478
30,30,KNN,kd_tree,101,uncalibrated,4.78,0.1452206172063873,0.011163203189014172
30,30,KNN,kd_tree,101,uncalibrated,4.79,0.049259667105519746,0.007845554043128212
30,30,KNN,kd_tree,101,uncalibrated,4.81,0.003080680241550648,0.003002573458474858
30,30,KNN,kd_tree,101,uncalibrated,4.82,0.0003779979887731884,0.00037626212392300693
30,30,KNN,kd_tree,101,uncalibrated,4.83,4.810863903920397e-06,2.9040381049513148e-06
30,30,KNN,kd_tree,101,uncalibrated,4.84,0.0001878092802507142,0.00018615825639257697
30,30,KNN,kd_tree,101,uncalibrated,4.85,0.0,0.0
30,30,KNN,kd_tree,101,uncalibrated,4.86,0.0,0.0
30,30,KNN,kd_tree,101,uncalibrated,4.87,0.0,0.0
30,30,KNN,kd_tree,101,uncalibrated,4.88,0.0,0.0
30,30,KNN,kd_tree,101,uncalibrated,4.9,0.0,0.0
30,30,KNN,kd_tree,101,uncalibrated,4.93,0.0,0.0
30,30,KNN,kd_tree,151,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,151,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,151,uncalibrated,4.72,2.5721878320686594e-07,1.8025238336296223e-07
30,30,KNN,kd_tree,151,uncalibrated,4.73,8.433942045082915e-05,4.737575673863209e-05
30,30,KNN,kd_tree,151,uncalibrated,4.74,0.009563376618389123,0.006068736178727991
30,30,KNN,kd_tree,151,uncalibrated,4.75,0.05089072571917824,0.008848007721114664
30,30,KNN,kd_tree,151,uncalibrated,4.76,0.12388654081917923,0.009479091679991926
30,30,KNN,kd_tree,151,uncalibrated,4.77,0.16592592705170683,0.005074270564037423
30,30,KNN,kd_tree,151,uncalibrated,4.78,0.14237892124843005,0.011278143722684111
30,30,KNN,kd_tree,151,uncalibrated,4.79,0.0478895201316957,0.0078104946477317696
30,30,KNN,kd_tree,151,uncalibrated,4.81,0.0031244469424434747,0.0030385354043564214
30,30,KNN,kd_tree,151,uncalibrated,4.82,0.000399898868372654,0.00039845761671654254
30,30,KNN,kd_tree,151,uncalibrated,4.83,3.797562593685584e-06,2.7144578195046533e-06
30,30,KNN,kd_tree,151,uncalibrated,4.84,0.0002073656643706106,0.00020328425458354272
30,30,KNN,kd_tree,151,uncalibrated,4.85,0.0,0.0
30,30,KNN,kd_tree,151,uncalibrated,4.86,0.0,0.0
30,30,KNN,kd_tree,151,uncalibrated,4.87,0.0,0.0
30,30,KNN,kd_tree,151,uncalibrated,4.88,0.0,0.0
30,30,KNN,kd_tree,151,uncalibrated,4.9,0.0,0.0
30,30,KNN,kd_tree,151,uncalibrated,4.93,0.0,0.0
30,30,KNN,kd_tree,201,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,201,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,201,uncalibrated,4.72,1.4516584925868704e-07,1.0172853625056065e-07
30,30,KNN,kd_tree,201,uncalibrated,4.73,9.964704473570215e-05,5.618995211607632e-05
30,30,KNN,kd_tree,201,uncalibrated,4.74,0.009738515141115345,0.0062063967850876575
30,30,KNN,kd_tree,201,uncalibrated,4.75,0.05041815570967576,0.008698644893119861
30,30,KNN,kd_tree,201,uncalibrated,4.76,0.12190971196138996,0.009374966167925125
30,30,KNN,kd_tree,201,uncalibrated,4.77,0.16255840467844995,0.005165057509572588
30,30,KNN,kd_tree,201,uncalibrated,4.78,0.1403368939881998,0.011407758688809944
30,30,KNN,kd_tree,201,uncalibrated,4.79,0.04755405948792085,0.007845072126304368
30,30,KNN,kd_tree,201,uncalibrated,4.81,0.003192308303201117,0.003087581297454991
30,30,KNN,kd_tree,201,uncalibrated,4.82,0.00038135777427116083,0.0003800443213370886
30,30,KNN,kd_tree,201,uncalibrated,4.83,6.42993685378917e-06,4.7915290987760085e-06
30,30,KNN,kd_tree,201,uncalibrated,4.84,0.0002097914288115565,0.0002060108846513965
30,30,KNN,kd_tree,201,uncalibrated,4.85,0.0,0.0
30,30,KNN,kd_tree,201,uncalibrated,4.86,0.0,0.0
30,30,KNN,kd_tree,201,uncalibrated,4.87,0.0,0.0
30,30,KNN,kd_tree,201,uncalibrated,4.88,0.0,0.0
30,30,KNN,kd_tree,201,uncalibrated,4.9,0.0,0.0
30,30,KNN,kd_tree,201,uncalibrated,4.93,0.0,0.0
30,30,KNN,ball_tree,1,uncalibrated,4.67,0.0,0.0
30,30,KNN,ball_tree,1,uncalibrated,4.7,0.0,0.0
30,30,KNN,ball_tree,1,uncalibrated,4.72,0.0,0.0
30,30,KNN,ball_tree,1,uncalibrated,4.73,0.0,0.0
30,30,KNN,ball_tree,1,uncalibrated,4.74,0.0097090835552959,0.009566658773383852
30,30,KNN,ball_tree,1,uncalibrated,4.75,0.04953466782709718,0.011541661154778143
30,30,KNN,ball_tree,1,uncalibrated,4.76,0.15389588670804052,0.0171322690959972
30,30,KNN,ball_tree,1,uncalibrated,4.77,0.24409872365379578,0.0036091714440505034
30,30,KNN,ball_tree,1,uncalibrated,4.78,0.2184059935641467,0.008098359031032032
30,30,KNN,ball_tree,1,uncalibrated,4.79,0.10962114146124412,0.011825709368878142
30,30,KNN,ball_tree,1,uncalibrated,4.81,0.007662962407000121,0.007596585952940913
30,30,KNN,ball_tree,1,uncalibrated,4.82,0.0,0.0
30,30,KNN,ball_tree,1,uncalibrated,4.83,0.0023529411764706245,0.002352941176470588
30,30,KNN,ball_tree,1,uncalibrated,4.84,0.0,0.0
30,30,KNN,ball_tree,1,uncalibrated,4.85,0.0,0.0
30,30,KNN,ball_tree,1,uncalibrated,4.86,0.0,0.0
30,30,KNN,ball_tree,1,uncalibrated,4.87,0.0,0.0
30,30,KNN,ball_tree,1,uncalibrated,4.88,0.0,0.0
30,30,KNN,ball_tree,1,uncalibrated,4.9,0.0,0.0
30,30,KNN,ball_tree,1,uncalibrated,4.93,0.0,0.0
30,30,KNN,ball_tree,3,uncalibrated,4.67,0.0,0.0
30,30,KNN,ball_tree,3,uncalibrated,4.7,0.0,0.0
30,30,KNN,ball_tree,3,uncalibrated,4.72,0.0,0.0
30,30,KNN,ball_tree,3,uncalibrated,4.73,0.0,0.0
30,30,KNN,ball_tree,3,uncalibrated,4.74,0.007742443013922968,0.005029336701134003
30,30,KNN,ball_tree,3,uncalibrated,4.75,0.04356883935427878,0.009396813367692282
30,30,KNN,ball_tree,3,uncalibrated,4.76,0.13498492320457817,0.013351243228824465
30,30,KNN,ball_tree,3,uncalibrated,4.77,0.2007065712432119,0.00785494698538175
30,30,KNN,ball_tree,3,uncalibrated,4.78,0.17051768655769706,0.008787246286964208
30,30,KNN,ball_tree,3,uncalibrated,4.79,0.07320487290625403,0.011768240158305432
30,30,KNN,ball_tree,3,uncalibrated,4.81,0.005725336859532216,0.005648822464651191
30,30,KNN,ball_tree,3,uncalibrated,4.82,0.001400054915869635,0.0011506431467034279
30,30,KNN,ball_tree,3,uncalibrated,4.83,0.0002614379084967276,0.00026143790849673216
30,30,KNN,ball_tree,3,uncalibrated,4.84,0.00020614306328592047,0.0002061430632859205
30,30,KNN,ball_tree,3,uncalibrated,4.85,0.0,0.0
30,30,KNN,ball_tree,3,uncalibrated,4.86,0.0,0.0
30,30,KNN,ball_tree,3,uncalibrated,4.87,0.0,0.0
30,30,KNN,ball_tree,3,uncalibrated,4.88,0.0,0.0
30,30,KNN,ball_tree,3,uncalibrated,4.9,0.0,0.0
30,30,KNN,ball_tree,3,uncalibrated,4.93,0.0,0.0
30,30,KNN,ball_tree,5,uncalibrated,4.67,0.0,0.0
30,30,KNN,ball_tree,5,uncalibrated,4.7,0.0,0.0
30,30,KNN,ball_tree,5,uncalibrated,4.72,0.0,0.0
30,30,KNN,ball_tree,5,uncalibrated,4.73,0.0,0.0
30,30,KNN,ball_tree,5,uncalibrated,4.74,0.008561830043217162,0.006920672507695952
30,30,KNN,ball_tree,5,uncalibrated,4.75,0.04431261976463072,0.00907058445029991
30,30,KNN,ball_tree,5,uncalibrated,4.76,0.13094834312077566,0.01227499502893223
30,30,KNN,ball_tree,5,uncalibrated,4.77,0.1920934000138,0.007229813664596241
30,30,KNN,ball_tree,5,uncalibrated,4.78,0.1604992633988716,0.009678004339628564
30,30,KNN,ball_tree,5,uncalibrated,4.79,0.06216541303663367,0.009287284357001203
30,30,KNN,ball_tree,5,uncalibrated,4.81,0.004503909625228156,0.0044552660056740075
30,30,KNN,ball_tree,5,uncalibrated,4.82,0.0005040197697130725,0.00041423153281323433
30,30,KNN,ball_tree,5,uncalibrated,4.83,9.411764705880631e-05,9.411764705882358e-05
30,30,KNN,ball_tree,5,uncalibrated,4.84,7.421150278293132e-05,7.421150278293133e-05
30,30,KNN,ball_tree,5,uncalibrated,4.85,0.0,0.0
30,30,KNN,ball_tree,5,uncalibrated,4.86,0.0,0.0
30,30,KNN,ball_tree,5,uncalibrated,4.87,0.0,0.0
30,30,KNN,ball_tree,5,uncalibrated,4.88,0.0,0.0
30,30,KNN,ball_tree,5,uncalibrated,4.9,0.0,0.0
30,30,KNN,ball_tree,5,uncalibrated,4.93,0.0,0.0
30,30,KNN,ball_tree,7,uncalibrated,4.67,0.0,0.0
30,30,KNN,ball_tree,7,uncalibrated,4.7,0.0,0.0
30,30,KNN,ball_tree,7,uncalibrated,4.72,0.0,0.0
30,30,KNN,ball_tree,7,uncalibrated,4.73,0.0,0.0
30,30,KNN,ball_tree,7,uncalibrated,4.74,0.009068959248496452,0.007560395695100205
30,30,KNN,ball_tree,7,uncalibrated,4.75,0.044608697606246146,0.009245802966648665
30,30,KNN,ball_tree,7,uncalibrated,4.76,0.12859713659162025,0.012065724013820915
30,30,KNN,ball_tree,7,uncalibrated,4.77,0.19008195842803688,0.006813860496203014
30,30,KNN,ball_tree,7,uncalibrated,4.78,0.15812730210104992,0.009309494464113874
30,30,KNN,ball_tree,7,uncalibrated,4.79,0.06094425154757254,0.008847281034261967
30,30,KNN,ball_tree,7,uncalibrated,4.81,0.00388852989502868,0.0037657600550091066
30,30,KNN,ball_tree,7,uncalibrated,4.82,0.0005843395159578251,0.0005289732020377464
30,30,KNN,ball_tree,7,uncalibrated,4.83,4.801920768307441e-05,4.801920768307324e-05
30,30,KNN,ball_tree,7,uncalibrated,4.84,0.00015145204649577695,0.00015145204649577828
30,30,KNN,ball_tree,7,uncalibrated,4.85,0.0,0.0
30,30,KNN,ball_tree,7,uncalibrated,4.86,0.0,0.0
30,30,KNN,ball_tree,7,uncalibrated,4.87,0.0,0.0
30,30,KNN,ball_tree,7,uncalibrated,4.88,0.0,0.0
30,30,KNN,ball_tree,7,uncalibrated,4.9,0.0,0.0
30,30,KNN,ball_tree,7,uncalibrated,4.93,0.0,0.0
30,30,KNN,ball_tree,9,uncalibrated,4.67,0.0,0.0
30,30,KNN,ball_tree,9,uncalibrated,4.7,0.0,0.0
30,30,KNN,ball_tree,9,uncalibrated,4.72,0.0,0.0
30,30,KNN,ball_tree,9,uncalibrated,4.73,0.0,0.0
30,30,KNN,ball_tree,9,uncalibrated,4.74,0.009371565160308648,0.007700920590651429
30,30,KNN,ball_tree,9,uncalibrated,4.75,0.047122614091172146,0.009451664625049913
30,30,KNN,ball_tree,9,uncalibrated,4.76,0.12697502216513315,0.011150278836479227
30,30,KNN,ball_tree,9,uncalibrated,4.77,0.18746878092555946,0.00721314827595021
30,30,KNN,ball_tree,9,uncalibrated,4.78,0.15785755039122168,0.010828296916163008
30,30,KNN,ball_tree,9,uncalibrated,4.79,0.05968649669082243,0.008570530979526259
30,30,KNN,ball_tree,9,uncalibrated,4.81,0.004230896141631392,0.003997514326743267
30,30,KNN,ball_tree,9,uncalibrated,4.82,0.0005293550143508851,0.0004988014249517348
30,30,KNN,ball_tree,9,uncalibrated,4.83,5.795898294906975e-05,4.064082206328057e-05
30,30,KNN,ball_tree,9,uncalibrated,4.84,9.16191392381862e-05,9.161913923818686e-05
30,30,KNN,ball_tree,9,uncalibrated,4.85,0.0,0.0
30,30,KNN,ball_tree,9,uncalibrated,4.86,0.0,0.0
30,30,KNN,ball_tree,9,uncalibrated,4.87,0.0,0.0
30,30,KNN,ball_tree,9,uncalibrated,4.88,0.0,0.0
30,30,KNN,ball_tree,9,uncalibrated,4.9,0.0,0.0
30,30,KNN,ball_tree,9,uncalibrated,4.93,0.0,0.0
30,30,KNN,ball_tree,11,uncalibrated,4.67,0.0,0.0
30,30,KNN,ball_tree,11,uncalibrated,4.7,0.0,0.0
30,30,KNN,ball_tree,11,uncalibrated,4.72,0.0,0.0
30,30,KNN,ball_tree,11,uncalibrated,4.73,0.0,0.0
30,30,KNN,ball_tree,11,uncalibrated,4.74,0.008580044132578905,0.007150531426681515
30,30,KNN,ball_tree,11,uncalibrated,4.75,0.04818589283285742,0.009592365766449066
30,30,KNN,ball_tree,11,uncalibrated,4.76,0.12595987501043457,0.010722163865129654
30,30,KNN,ball_tree,11,uncalibrated,4.77,0.1855599257715297,0.006353821050191888
30,30,KNN,ball_tree,11,uncalibrated,4.78,0.15644607037538652,0.01031674677547631
30,30,KNN,ball_tree,11,uncalibrated,4.79,0.05714373517348394,0.008573860783488247
30,30,KNN,ball_tree,11,uncalibrated,4.81,0.004296922794268126,0.004113075525408914
30,30,KNN,ball_tree,11,uncalibrated,4.82,0.00035436162117702863,0.00033390839190983906
30,30,KNN,ball_tree,11,uncalibrated,4.83,9.704377201834746e-05,7.972921280357075e-05
30,30,KNN,ball_tree,11,uncalibrated,4.84,0.00013799659608396323,0.00013799659608396323
30,30,KNN,ball_tree,11,uncalibrated,4.85,0.0,0.0
30,30,KNN,ball_tree,11,uncalibrated,4.86,0.0,0.0
30,30,KNN,ball_tree,11,uncalibrated,4.87,0.0,0.0
30,30,KNN,ball_tree,11,uncalibrated,4.88,0.0,0.0
30,30,KNN,ball_tree,11,uncalibrated,4.9,0.0,0.0
30,30,KNN,ball_tree,11,uncalibrated,4.93,0.0,0.0
30,30,KNN,ball_tree,13,uncalibrated,4.67,0.0,0.0
30,30,KNN,ball_tree,13,uncalibrated,4.7,0.0,0.0
30,30,KNN,ball_tree,13,uncalibrated,4.72,0.0,0.0
30,30,KNN,ball_tree,13,uncalibrated,4.73,0.0,0.0
30,30,KNN,ball_tree,13,uncalibrated,4.74,0.008664052866046625,0.007077051984973806
30,30,KNN,ball_tree,13,uncalibrated,4.75,0.048366946138738084,0.009674152639030785
30,30,KNN,ball_tree,13,uncalibrated,4.76,0.1259108387587821,0.010893730320502363
30,30,KNN,ball_tree,13,uncalibrated,4.77,0.18425231836675626,0.005839422561830579
30,30,KNN,ball_tree,13,uncalibrated,4.78,0.1547519384800285,0.010860763123798203
30,30,KNN,ball_tree,13,uncalibrated,4.79,0.05771755980851211,0.008653063806175232
30,30,KNN,ball_tree,13,uncalibrated,4.81,0.004069212547730884,0.003921626145085761
30,30,KNN,ball_tree,13,uncalibrated,4.82,0.00038811919939630245,0.0003733113578224524
30,30,KNN,ball_tree,13,uncalibrated,4.83,6.948104387112464e-05,5.708422928539679e-05
30,30,KNN,ball_tree,13,uncalibrated,4.84,9.880229660449568e-05,9.880229660449435e-05
30,30,KNN,ball_tree,13,uncalibrated,4.85,0.0,0.0
30,30,KNN,ball_tree,13,uncalibrated,4.86,0.0,0.0
30,30,KNN,ball_tree,13,uncalibrated,4.87,0.0,0.0
30,30,KNN,ball_tree,13,uncalibrated,4.88,0.0,0.0
30,30,KNN,ball_tree,13,uncalibrated,4.9,0.0,0.0
30,30,KNN,ball_tree,13,uncalibrated,4.93,0.0,0.0
30,30,KNN,ball_tree,15,uncalibrated,4.67,0.0,0.0
30,30,KNN,ball_tree,15,uncalibrated,4.7,0.0,0.0
30,30,KNN,ball_tree,15,uncalibrated,4.72,0.0,0.0
30,30,KNN,ball_tree,15,uncalibrated,4.73,0.0,0.0
30,30,KNN,ball_tree,15,uncalibrated,4.74,0.008280668236488903,0.006267056068618938
30,30,KNN,ball_tree,15,uncalibrated,4.75,0.048970701900717145,0.009575894876623853
30,30,KNN,ball_tree,15,uncalibrated,4.76,0.12656590922303854,0.011247211884479033
30,30,KNN,ball_tree,15,uncalibrated,4.77,0.18353962853460387,0.0051405985257510205
30,30,KNN,ball_tree,15,uncalibrated,4.78,0.15478989340621618,0.011267356268402293
30,30,KNN,ball_tree,15,uncalibrated,4.79,0.05903534508908045,0.008521523087559255
30,30,KNN,ball_tree,15,uncalibrated,4.81,0.00412101429455297,0.003980352204446263
30,30,KNN,ball_tree,15,uncalibrated,4.82,0.00041492017015128184,0.0004037315263835095
30,30,KNN,ball_tree,15,uncalibrated,4.83,6.249610394885205e-05,4.3847763510422396e-05
30,30,KNN,ball_tree,15,uncalibrated,4.84,0.00013193156050299044,0.00013193156050298908
30,30,KNN,ball_tree,15,uncalibrated,4.85,0.0,0.0
30,30,KNN,ball_tree,15,uncalibrated,4.86,0.0,0.0
30,30,KNN,ball_tree,15,uncalibrated,4.87,0.0,0.0
30,30,KNN,ball_tree,15,uncalibrated,4.88,0.0,0.0
30,30,KNN,ball_tree,15,uncalibrated,4.9,0.0,0.0
30,30,KNN,ball_tree,15,uncalibrated,4.93,0.0,0.0
30,30,KNN,ball_tree,17,uncalibrated,4.67,0.0,0.0
30,30,KNN,ball_tree,17,uncalibrated,4.7,0.0,0.0
30,30,KNN,ball_tree,17,uncalibrated,4.72,0.0,0.0
30,30,KNN,ball_tree,17,uncalibrated,4.73,2.322180422491016e-05,1.6280168805355138e-05
30,30,KNN,ball_tree,17,uncalibrated,4.74,0.008172983993258566,0.006576401924868511
30,30,KNN,ball_tree,17,uncalibrated,4.75,0.04912912493095152,0.009532465494161134
30,30,KNN,ball_tree,17,uncalibrated,4.76,0.12709068347305535,0.011068051636324355
30,30,KNN,ball_tree,17,uncalibrated,4.77,0.18280270446755276,0.005545689404733126
30,30,KNN,ball_tree,17,uncalibrated,4.78,0.15465938591704778,0.010737140044302235
30,30,KNN,ball_tree,17,uncalibrated,4.79,0.05606074342208939,0.008391398185793262
30,30,KNN,ball_tree,17,uncalibrated,4.81,0.004148982293957712,0.003964599842589953
30,30,KNN,ball_tree,17,uncalibrated,4.82,0.0004365828267148773,0.0004278411190432218
30,30,KNN,ball_tree,17,uncalibrated,4.83,4.86561362923571e-05,3.4137532144792616e-05
30,30,KNN,ball_tree,17,uncalibrated,4.84,0.000160492004288345,0.0001604920042883463
30,30,KNN,ball_tree,17,uncalibrated,4.85,0.0,0.0
30,30,KNN,ball_tree,17,uncalibrated,4.86,0.0,0.0
30,30,KNN,ball_tree,17,uncalibrated,4.87,0.0,0.0
30,30,KNN,ball_tree,17,uncalibrated,4.88,0.0,0.0
30,30,KNN,ball_tree,17,uncalibrated,4.9,0.0,0.0
30,30,KNN,ball_tree,17,uncalibrated,4.93,0.0,0.0
30,30,KNN,ball_tree,19,uncalibrated,4.67,0.0,0.0
30,30,KNN,ball_tree,19,uncalibrated,4.7,0.0,0.0
30,30,KNN,ball_tree,19,uncalibrated,4.72,0.0,0.0
30,30,KNN,ball_tree,19,uncalibrated,4.73,1.8590308645426775e-05,1.3033154528386777e-05
30,30,KNN,ball_tree,19,uncalibrated,4.74,0.00864042735299607,0.006544821492643834
30,30,KNN,ball_tree,19,uncalibrated,4.75,0.04940068452609033,0.009417266771521642
30,30,KNN,ball_tree,19,uncalibrated,4.76,0.12779331119925522,0.01129963471017705
30,30,KNN,ball_tree,19,uncalibrated,4.77,0.18172492711597,0.005433841238915457
30,30,KNN,ball_tree,19,uncalibrated,4.78,0.15480302257947715,0.010265707426120735
30,30,KNN,ball_tree,19,uncalibrated,4.79,0.05547481826600569,0.008302564653061343
30,30,KNN,ball_tree,19,uncalibrated,4.81,0.004123757480692949,0.003961046268432889
30,30,KNN,ball_tree,19,uncalibrated,4.82,0.0004610737822921455,0.00044708009530064865
30,30,KNN,ball_tree,19,uncalibrated,4.83,3.895186534208503e-05,2.7328938476025072e-05
30,30,KNN,ball_tree,19,uncalibrated,4.84,0.00018501482688265303,0.00018501482688265434
30,30,KNN,ball_tree,19,uncalibrated,4.85,0.0,0.0
30,30,KNN,ball_tree,19,uncalibrated,4.86,0.0,0.0
