feature_set,n_features,model,algorithm,n_neighbors,calibration,train_acc,K0_crit,K0_crit_err,K0_close,N_K0,runtime_model,runtime_jackknife_mean,runtime_jackknife_chi,summary_mean_time,summary_chi_time,runtime_K0_crit,runtime_total
12,12,KNN,ball_tree,101,uncalibrated,1.0,4.7705720591480905,0.0008903270527734363,4.77,20,10.9,0.886,2.234,0.0147,0.0148,0.00018,14.049
12,12,KNN,ball_tree,151,uncalibrated,1.0,4.770456999342318,0.0008955311303322927,4.77,20,11.269,0.938,2.297,0.0152,0.0171,0.00029,14.537
12,12,KNN,ball_tree,201,uncalibrated,1.0,4.770405164643355,0.0008938267246148437,4.77,20,5.611,0.927,2.46,0.0169,0.0168,0.00017,9.031
12,12,KNN,brute,1,uncalibrated,1.0,4.774391658610689,0.0010516835780879634,4.77,20,22.21,0.886,2.148,0.0155,0.0171,0.00021,25.277
12,12,KNN,brute,3,uncalibrated,1.0,4.772744618855155,0.000867630623935161,4.77,20,23.042,0.901,2.169,0.0157,0.0151,0.00016,26.143
12,12,KNN,brute,5,uncalibrated,1.0,4.772123094297007,0.0008781185732081363,4.77,20,22.144,0.971,2.257,0.016,0.0176,0.00018,25.406
12,12,KNN,brute,7,uncalibrated,1.0,4.771878770700894,0.0008802192077937215,4.77,20,22.099,0.911,2.189,0.0147,0.0152,0.00021,25.229
12,12,KNN,brute,9,uncalibrated,1.0,4.77187839841819,0.0008606278598301947,4.77,20,22.456,0.912,2.198,0.015,0.0147,0.00017,25.597
12,12,KNN,brute,11,uncalibrated,1.0,4.7718167218709215,0.0008509467721795174,4.77,20,21.85,0.922,2.178,0.0236,0.0163,0.00026,24.991
12,12,KNN,brute,13,uncalibrated,1.0,4.771615829949019,0.0008547892032365909,4.77,20,21.989,0.905,2.175,0.0196,0.0218,0.0002,25.112
12,12,KNN,brute,15,uncalibrated,1.0,4.771642894481368,0.0008611447276619382,4.77,20,22.184,0.901,2.176,0.0168,0.0191,0.0002,25.298
12,12,KNN,brute,17,uncalibrated,1.0,4.771558019657567,0.0008579307027985562,4.77,20,22.099,0.978,2.21,0.0161,0.015,0.00016,25.318
12,12,KNN,brute,19,uncalibrated,1.0,4.771511207627433,0.0008626286875635351,4.77,20,22.586,0.883,2.157,0.0144,0.0151,0.00025,25.655
12,12,KNN,brute,21,uncalibrated,1.0,4.771502504173623,0.0008629686193453792,4.77,20,22.38,0.903,2.262,0.0152,0.0185,0.00026,25.58
12,12,KNN,brute,23,uncalibrated,1.0,4.771403299986363,0.0008680884742859522,4.77,20,22.548,0.904,2.246,0.0152,0.0153,0.00016,25.729
12,12,KNN,brute,25,uncalibrated,1.0,4.771333931302538,0.0008799730183166933,4.77,20,22.082,0.858,2.142,0.0143,0.0141,0.00016,25.11
12,12,KNN,brute,27,uncalibrated,1.0,4.771314697810964,0.000881467847792125,4.77,20,22.434,0.902,2.028,0.0168,0.0161,0.00016,25.397
12,12,KNN,brute,29,uncalibrated,1.0,4.771262766210118,0.0008815387816147427,4.77,20,21.631,0.807,2.05,0.0139,0.0141,0.00016,24.516
12,12,KNN,brute,31,uncalibrated,1.0,4.771231214247967,0.0008840601217315197,4.77,20,21.893,0.965,2.361,0.0151,0.016,0.00017,25.25
12,12,KNN,brute,33,uncalibrated,1.0,4.771192905352378,0.0008865831042234058,4.77,20,23.031,0.917,2.405,0.0155,0.0183,0.00019,26.387
12,12,KNN,brute,35,uncalibrated,1.0,4.771177525059411,0.0008909370445863148,4.77,20,22.128,0.884,2.214,0.0156,0.0164,0.00015,25.259
12,12,KNN,brute,37,uncalibrated,1.0,4.771133753299642,0.0008909568554254976,4.77,20,22.378,0.868,2.314,0.015,0.0146,0.00016,25.59
12,12,KNN,brute,39,uncalibrated,1.0,4.77110481691288,0.0008919689221059271,4.77,20,22.016,0.905,2.391,0.0187,0.0151,0.00016,25.346
12,12,KNN,brute,41,uncalibrated,1.0,4.771055148433146,0.0008939367010693967,4.77,20,22.843,0.892,2.235,0.0151,0.016,0.00017,26.002
12,12,KNN,brute,43,uncalibrated,1.0,4.771031509388347,0.000887922745971308,4.77,20,21.785,0.889,2.258,0.0151,0.0149,0.00016,24.963
12,12,KNN,brute,45,uncalibrated,1.0,4.771004397458102,0.0008879713147991146,4.77,20,22.326,0.93,2.322,0.0159,0.0151,0.00015,25.609
12,12,KNN,brute,47,uncalibrated,1.0,4.770988116725908,0.0008897698319610451,4.77,20,22.412,0.859,2.069,0.0213,0.0138,0.00015,25.375
12,12,KNN,brute,49,uncalibrated,1.0,4.770945553646543,0.0008906215725085023,4.77,20,22.009,0.895,2.256,0.0176,0.0153,0.00016,25.194
12,12,KNN,brute,51,uncalibrated,1.0,4.770921332388377,0.0008923932851416884,4.77,20,22.735,0.903,2.262,0.0174,0.0148,0.00016,25.932
12,12,KNN,brute,61,uncalibrated,1.0,4.770837890196302,0.0008837394846836268,4.77,20,22.316,0.88,2.306,0.0151,0.016,0.00015,25.533
12,12,KNN,brute,81,uncalibrated,1.0,4.7706563450332915,0.0008939004123621459,4.77,20,22.003,0.894,2.266,0.0147,0.0188,0.00015,25.198
12,12,KNN,brute,101,uncalibrated,1.0,4.7705720591480905,0.0008903270527734363,4.77,20,22.067,0.839,2.092,0.014,0.0137,0.00034,25.027
12,12,KNN,brute,151,uncalibrated,1.0,4.770456999342318,0.0008955311303322927,4.77,20,22.353,0.895,2.258,0.0168,0.0155,0.00015,25.538
12,12,KNN,brute,201,uncalibrated,1.0,4.770405164643355,0.0008938267246148437,4.77,20,22.412,0.875,2.293,0.0162,0.0182,0.00015,25.614
