transition,folder,tag,model,calibration,param,k4,chi,chi_err,chi_B,variance,variance_err,variance_B,ess_frac
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1205,1.22133,0.05574841386837566,0.027494748860553482,50.0,1.011350494900277e-05,9.714912975900574e-06,57.0,0.022441336552737823
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1204,1.2212818,0.05591314848707393,0.027575800582386456,50.0,1.005565979433787e-05,9.659988060911448e-06,57.0,0.024026740663393654
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1203,1.2212336000000001,0.056076188844223454,0.027656078062312704,50.0,9.994283720992168e-06,9.601938618657756e-06,57.0,0.02572673345797788
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1202,1.2211854000000002,0.05623751890487377,0.027735572350925615,50.0,9.929480405918823e-06,9.54084615871433e-06,57.0,0.02754907931781769
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1201,1.2211372,0.05639712418789745,0.02781427521982682,50.0,9.861357426205569e-06,9.47679603149866e-06,57.0,0.0295019633184954
AB,a_b,LR,Logistic Regression,uncalibrated,-0.12,1.221089,0.056554991852955,0.02789217920746282,50.0,9.790025949262551e-06,9.409877190075349e-06,57.0,0.03159399834808847
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1199,1.22101725,0.056707359315481105,0.027969213882338424,50.0,9.791656369518458e-06,9.288466942215906e-06,43.0,0.03402964016581249
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1198,1.2209455,0.056860196477155074,0.028046517475939985,50.0,9.655950304233183e-06,9.165388208505452e-06,43.0,0.03665988102278
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1197,1.22087375,0.05701354976830107,0.02812411081329725,50.0,9.518595209237503e-06,9.040791026238982e-06,43.0,0.03949915543426734
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1196,1.2208020000000002,0.057167467709452705,0.028202015743692757,50.0,9.379778448743665e-06,8.914829746018667e-06,43.0,0.042562690256445414
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1195,1.2207302500000001,0.05732200090548635,0.028280255143202496,50.0,9.239685581975794e-06,8.787658121873002e-06,43.0,0.045866498965058795
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1194,1.2206585,0.05747720203209906,0.02835885291332562,50.0,9.09849985691403e-06,8.659428882453562e-06,43.0,0.04942736636405981
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1193,1.22058675,0.057633125814253186,0.02843783397549462,50.0,8.956401728424422e-06,8.530293315923722e-06,43.0,0.05326282237680567
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1192,1.220515,0.05778982899626621,0.02851722426128662,50.0,8.81356840265645e-06,8.400400870457933e-06,43.0,0.0573911035580854
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1191,1.22044325,0.057947370303246856,0.028597050698159706,50.0,8.67017340932842e-06,8.26989877209792e-06,43.0,0.061831100986030715
AB,a_b,LR,Logistic Regression,uncalibrated,-0.119,1.2203715000000002,0.058105810393605364,0.028677341190566592,50.0,8.526386203262239e-06,8.138931661543205e-06,43.0,0.06660229325548506
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1189,1.2202997500000001,0.05826521180239481,0.028758124596309664,50.0,8.382371796271368e-06,8.007641251269943e-06,43.0,0.07172466340538937
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1188,1.220228,0.05842563887529017,0.028839430698022382,50.0,8.238290420248846e-06,7.876166004195247e-06,43.0,0.077218598777889
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1187,1.22015625,0.05858715769304432,0.02892129016969028,50.0,8.094297222043107e-06,7.744640834900432e-06,43.0,0.08310477303116935
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1186,1.2200845,0.05874983598631153,0.02900373453815067,50.0,7.950541990471848e-06,7.613196834251337e-06,43.0,0.08940400981395949
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1185,1.22001275,0.05891374304075808,0.029086796139520733,50.0,7.80716891558445e-06,7.481961018055862e-06,43.0,0.09613712795817406
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1184,1.219941,0.059078949592460815,0.029170508070553033,50.0,7.664316380058978e-06,7.3510561002152025e-06,43.0,0.10332476845467184
